ID;Name;Description;Coordinates
4471766;MARCEL CACHIN - VOIE DES SAULES;VOI DES SAULES - 94054;48.7456064319,2.41072772005
3909124;STADE DU PANORAMA;VOIE VERTE - 92032;48.7918912271,2.27281665009
4024941;LES GUILLERAIES;21 RUE DES FONDRIERES - 92050;48.8949313054,2.18264751659
3909824;REAUMUR;AVENUE DESCARTES - 92060;48.7776677354,2.23973332584
4024972;SAINTE-CLAIRE DEVILLE;FACE 16 RUE SAINTE-CLAIRE DEVILLE - 92063;48.8930021576,2.17157232948
3909826;CITE JARDINS - PLACE DES ALLIES;AVENUE CHARLES DE GAULLE - 92060;48.7768903113,2.25791692803
4024988;RHIN ET DANUBE - BERANGER;FACE 2 R DE SEVRES - 92012;48.8400783087,2.22865531988
3926237;ANGELIQUE COMPOINT;1 AVENUE DE LA PORTE DE MONTMARTRE - 75118;48.8979793476,2.33705021782
4025003;PORTE JAUNE - PASTEUR;38 R PASTEUR - 92064;48.8416752119,2.19977201938
3926239;PORTE DE MONTMARTRE;1 R LOUIS PASTEUR VALLERY-RADOT - 75118;48.9003878641,2.33450109737
4025008;FOCH - 19 JANVIER;FACE 161 R DE LA PORTE JAUNE - 92064;48.8491546568,2.2013591396
3926249;ALLERAY;82-84 RUE DUTOT - 75115;48.8369333955,2.30697505822
4025015;HENRI REGNAULT;FACE 4 R DU MARQUIS DE CORIOLIS - 92063;48.8571937521,2.18985618082
3926250;BRANCION - VOUILLE;32 RUE BRANCION - 75115;48.8342365089,2.30466221261
4025049;LES SUISSES;FACE 103 R DU COLONEL DE ROCHEBRUNE - 92033;48.8545435772,2.19826699491
3926292;REUILLY - DIDEROT;81 BOULEVARD DIDEROT - 75112;48.8475229557,2.38749044347
4025076;HENRI REGNAULT;FACE 4 R DU MARQUIS DE CORIOLIS - 92063;48.8571937521,2.18985618082
3926300;PONT D'AUSTERLITZ - QUAI DE LA RAPEE;1 BOULEVARD DIDEROT - 75112;48.8453993759,2.36864223518
4025237;STALINGRAD;49-51 R DE STALINGRAD - 92050;48.8942540205,2.19445313475
3926302;SAINT-MARCEL - LA PITIE;48 BOULEVARD DE L'HOPITAL - 75113;48.8391637912,2.36101376912
4025248;CAMILLE DESMOULINS;71 R DES CHAILLIERS - 92050;48.8800465153,2.20330847582
3926406;COLONEL FABIEN;6 AVENUE MATHURIN MOREAU - 75119;48.878004969,2.3711282331
4025275;PAUL BERTIN;7 R PAUL BERTIN - 92050;48.88186448,2.21398715553
3970594;CHAPERON VERT;67 RUE ERNEST RENAN - 94003;48.8107471739,2.33718663939
4025279;LA SOURCE;FACE 48 AVENUE GEORGES CLEMENCEAU - 92050;48.886923037,2.20444909316
3972551;RUE DES CITES;FACE 82-84 AVENUE DE LA REPUBLIQUE - 93001;48.9082409212,2.38769928657
4025325;BOIS SAINT-PERE.;FACE 38 AV DE VERSAILLES - 92063;48.8641002096,2.16605236637
3972578;JEAN JAURES - ARISTIDE BRIAND;60 AVENUE ARISTIDE BRIAND - 93072;48.9627675417,2.37888120624
4028771;FONTENAY-SOUS-BOIS RER;FACE12 BIS PLACE MOREAU DAVID - 94033;48.8438342287,2.46485729215
4000523;PROUDHON;80 AVENUE DU PRESIDENT WILSON - 93066;48.9059579286,2.35889037299
4028779;RUE DE BEAUTE;60 GRANDE RUE CHARLES DE GAULLE - 94052;48.836313065,2.47946108511
4000544;PLACE LANNE;27 RUE DE LA LEGION D'HONNEUR - 93066;48.9325775846,2.35746928618
4028816;DOCTEUR ARMAND BRILLARD;92 BOULEVARD PASTEUR - 94015;48.8371987957,2.52742929299
4008216;HAUSSMANN - COURCELLES;174 BOULEVARD HAUSSMANN - 75108;48.8751213905,2.30847875269
4028839;TREMBLAY - PEPINIERE;AV DE NOGENT - 75112;48.8424842208,2.44882745638
4008232;PLACE JEAN MONNET;125 AVENUE VICTOR HUGO - 75116;48.867966927,2.28156350058
4028858;LEDRU ROLLIN - GENERAL DE GAULLE;2 R DE LA STATION - 94058;48.8427263071,2.50329389636
4008234;LYCEE JANSON DE SAILLY;108 RUE DE LA POMPE - 75116;48.8657191483,2.27959065221
4035498;JEAN-BAPTISTE CLEMENT;26 AVENUE LEON BLUM - 93046;48.9088670635,2.53100538852
4008269;PONT DE SAINT-CLOUD - RIVE GAUCHE;QUAI DU MARECHAL JUIN - 92064;48.8409259193,2.222049786
4035501;REPUBLIQUE - MARX DORMOY;FACE 87 BOULEVARD MARX DORMOY - 93046;48.9061111126,2.52342868146
4008861;PLACE POSSOZ;78 AV PAUL DOUMER - 75116;48.8594449664,2.27759536309
4035526;PONT DE BONDY;433-435 AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9058516019,2.46859551991
4008871;CHARDON-LAGACHE - MOLITOR;16-20 RUE CHARDON-LAGACHE - 75116;48.8447262681,2.26626933879
4035533;RENE CAMIER;AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9087095207,2.45108331156
4008896;MAIRIE DE SEVRES;48 GRANDE RUE - 92072;48.8248478183,2.21382312464
4035552;OURCQ;146 AVENUE JEAN JAURES - 75119;48.8869508617,2.38660194781
4008900;PLACE GABRIEL PERI;30 AVENUE DE L'EUROPE - 92072;48.8222250831,2.2069557581
4035656;MOZART - MALESHERBES;BOULEVARD FRANCOIS MITTERRAND - 95585;48.9879298785,2.37887414564
4008979;PIERRE EDOUARD;161 AVENUE DU GENERAL LECLERC - 78686;48.8011643416,2.16295372915
4035677;L'AVENIR;FACE 83 AVENUE JULES GUESDE - 93072;48.9643274202,2.3886274567
4008980;PLACE LOUIS XIV;240 AVENUE DU GENERAL LECLERC - 78686;48.799181482,2.15921899021
4035680;LES PAROUZETS;47 AVENUE MARCEL CACHIN - 93072;48.9600974266,2.38186782564
3813140;TERNES - MAC MAHON;FACE 1 AVENUE NIEL - 75117;48.8790087072,2.29455083401
4035689;CROIX BLANCHE;169 BOULEVARD MAXIME GORKI - 93072;48.9469030369,2.38667273764
3813146;PEREIRE;4 BIS PLACE DU MARECHAL JUIN - 75117;48.8853009098,2.29782991248
4035736;CREVECOEUR;58 BOULEVARD ANATOLE FRANCE - 93027;48.919988863,2.38293785799
3741072;PONT HAINGUERLOT;21-39 AVENUE DU PRESIDENT WILSON - 93066;48.9019587883,2.35826163003
4035807;MAROC - FLANDRE;28 AVENUE DE FLANDRE - 75119;48.8858059068,2.37110607565
3741074;PROUDHON;89 AVENUE DU PRESIDENT WILSON - 93066;48.9059131507,2.35800420515
4035948;PONT DE CRETEIL;86 RUE DU PONT DE CRETEIL - 94068;48.8005062648,2.47147187807
3743512;PLAGE DE CHAMPIGNY;136 AVENUE ROGER SALENGRO - 94017;48.8165048068,2.50006619624
4035973;THEATRE DE CHARENTON;96 RUE DE PARIS - 94018;48.8233250598,2.41108275084
3747828;CENTRE GEORGES POMPIDOU;35 RUE RAMBUTEAU - 75104;48.8609955888,2.3538998552
4035977;FELIX LANGLAIS;172 RUE DE PARIS - 94018;48.8289834063,2.40232412093
3747849;DAUMESNIL - FELIX EBOUE;195 BIS AVENUE DAUMESNIL - 75112;48.839961224,2.39461776685
4035978;FELIX LANGLAIS;183 RUE DE PARIS - 94018;48.8291635657,2.40157563712
3747859;PICPUS;41-43 AV DE SAINT-MANDE - 75112;48.8452514865,2.40128239101
4036225;CARREFOUR DE LA RESISTANCE;PONT DE JOINVILLE - 94042;48.820058541,2.46801092289
3747875;SEBASTOPOL - ETIENNE MARCEL;4 RUE ETIENNE MARCEL - 75102;48.8635933705,2.35050882666
4036229;ARISTIDE BRIAND - LE PLANT;82 BIS AVENUE ROGER SALENGRO - 94017;48.8182415478,2.49174228567
3747912;CHATEAU LANDON;190 RUE DU FAUBOURG SAINT-MARTIN - 75110;48.8786362696,2.36225819058
4036233;MAIRIE - MARCHE;FACE 85 AVENUE JEAN JAURES - 94017;48.8138762449,2.50939367172
3748045;SAINT-GERMAIN - ODEON;FACE 25 RUE DE L'ECOLE DE MEDECINE - 75106;48.8516497858,2.34008739177
4036632;FOLIE REGNAULT - CHEMIN VERT;69 RUE DE LA FOLIE REGNAULT - 75111;48.8617060114,2.38540648053
3749658;DREVET;5 R DREVET - 75118;48.8855859888,2.34053896195
4036637;CHARONNE - KELLER;111 AVENUE LEDRU ROLLIN - 75111;48.8531260932,2.37707718964
3749692;SAINT-AUGUSTIN;10-12 RUE LA BOETIE - 75108;48.8744133262,2.31808461609
4036649;RIVOLI - PONT NEUF;128 RUE DE RIVOLI - 75101;48.8598821062,2.34428309814
3749701;HOCHE - SAINT-HONORE;201-203 RUE DU FAUBOURG SAINT-HONORE - 75108;48.8762700574,2.30211511446
4036729;JAURES - BARBUSSE;51 BOULEVARD JEAN JAURES - 92024;48.9003567762,2.30576568246
3749702;TERNES;2 AVENUE DES TERNES - 75117;48.8780749398,2.29716774606
4036733;BOULAY;190 AVENUE DE CLICHY - 75117;48.8934657887,2.31535161136
3749721;PONT DE NEUILLY;2-4 RUE DU CHATEAU - 92051;48.8852739845,2.26089903235
4036758;BOURSE;11 PLACE DE LA BOURSE - 75102;48.868689895,2.34063325424
3749742;RENE FONCK;AVENUE RENE FONCK - 75119;48.8785094257,2.40903570504
4036812;GUYNEMER - PLACE DES FUSILLES;85 RUE JEAN JAURES - 94076;48.7922106376,2.36663761891
3749772;PARADIS;69 RUE DU FAUBOURG POISSONNIERE - 75109;48.8758882861,2.34815481617
4036936;BOBIGNY - PABLO PICASSO;PISTE GARE ROUTIERE - 93008;48.9074803709,2.44888561925
3749779;PALAIS ROYAL - COMEDIE FRANCAISE;PLACE ANDRE MALRAUX - 75101;48.863504222,2.33555194236
4036942;ESCADRILLE NORMANDIE NIEMEN - PAUL VAILLANT-COUTURIER-TRAMWAY;AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9122990966,2.43685651288
3749784;REAUMUR - MONTMARTRE;140 RUE MONTMARTRE - 75102;48.8686268681,2.34349413466
4036990;PONT DES ARTS - QUAI DE CONTI;FACE 23 QUAI DE CONTI - 75106;48.8576893838,2.33744536683
3749788;SQUARE MONTHOLON;90 RUE LA FAYETTE - 75109;48.8765444586,2.34699680022
4037012;ABBE GROULT;188 RUE LECOURBE - 75115;48.8406869374,2.29610736008
3749793;CHATEAU LANDON;169 BOULEVARD DE LA VILLETTE - 75110;48.8841447971,2.36521798033
4037045;REAUMUR - SEBASTOPOL;84 BOULEVARD DE SEBASTOPOL - 75103;48.8658669433,2.35245743033
3749900;BOSQUET - SAINT-DOMINIQUE;31 AVENUE BOSQUET - 75107;48.8590686922,2.30359781007
4037160;CHATEAU DE VINCENNES;PISTE GARE ROUTIERE - 75112;48.8442175537,2.44025256102
3749906;MONTAIGNE - FRANCOIS 1ER;36 AVENUE MONTAIGNE - 75108;48.8671581963,2.30678031232
4037184;GARE DE LYON - DIDEROT;FACE 21 BOULEVARD DIDEROT - 75112;48.8456946246,2.37336759561
3749916;GARE SAINT-LAZARE;17 RUE DE ROME - 75108;48.875762187,2.32365679754
4037201;PALAIS ROYAL - MUSEE DU LOUVRE;172 RUE DE RIVOLI - 75101;48.8625785271,2.3360287312
3909115;GEORGES BAILLY;10 RUE GEORGES BAILLY - 92032;48.7925840957,2.29455388547
4037216;CHARLES DE GAULLE - ETOILE - CHAMPS-ELYSEES;135 AVENUE DES CHAMPS-ELYSEES - 75108;48.8731407409,2.29665383194
3909818;CITE JARDINS - PLACE DES ALLIES;AVENUE CHARLES DE GAULLE - 92060;48.7768903113,2.25791692803
4037238;PONT ROYAL;QUAI FRANCOIS MITTERRAND - 75101;48.8605561928,2.33077101908
3922315;CHATEAU;4 BIS BOULEVARD DU GENERAL GALLIENI - 94015;48.8397141743,2.52245516463
4037262;GARE DE LYON - DIDEROT;FACE 23BIS BOULEVARD DIDEROT - 75112;48.8457394584,2.37370805809
3764965;ARMORIQUE - MUSEE POSTAL;65 BOULEVARD DE VAUGIRARD - 75115;48.8407731097,2.31640866807
4045000;SAINT-MARCEL - JEANNE D'ARC;FACE 47 BOULEVARD SAINT- MARCEL - 75105;48.8382659036,2.35616631537
3764840;GLACIERE - TOLBIAC;127-129 RUE DE LA GLACIERE - 75113;48.8266822834,2.34201896732
4109772;KENNEDY - RENOUILLERES;15 AVENUE DU PRESIDENT KENNEDY - 93049;48.8654168619,2.51155364283
3764966;GARE MONTPARNASSE;PLACE RAOUL DAUTRY - 75115;48.8418791898,2.32026161851
4117675;MAIRIE DE DRANCY;RUE CHARLES DE GAULLE - 93029;48.9230667584,2.44572801534
3764796;HAVRE - HAUSSMANN;19 RUE AUBER - 75109;48.8733809275,2.32748590902
4117691;AUDRAN;87 AVENUE HENRI BARBUSSE - 93007;48.9405295322,2.46277641492
3781667;ECOLE VETERINAIRE DE MAISONS-ALFORT;FACE 7 AVENUE DU GENERAL LECLERC - 94046;48.815004611,2.42135946628
4834601;AUGUSTE PERRET;ESPLANADE AUGUSTE PERRET - 94073;48.7637808822,2.36940867388
3781641;VERDUN - MARQUES;BOULEVARD HIPPOLYTE MARQUES - 75113;48.8175020042,2.36791765234
4834623;LYCEE LAKANAL;36 AVENUE VICTOR HUGO - 92014;48.7775241062,2.30698248739
3765264;BIBLIOTHEQUE CHEVALERET;5 RUE DE TOLBIAC - 75113;48.829974577,2.37587508106
4834629;MAIRIE DE SCEAUX;126 RUE HOUDAN - 92071;48.7788929443,2.28805087013
3765266;PARC DE BERCY;4 RUE JOSEPH KESSEL - 75112;48.8338008288,2.38286197158
4834630;FONTENAY - HOUDAN;2 AVENUE DE CAMBERWELL - 92071;48.7787236818,2.29184534203
3765301;PATAY - TOLBIAC;48 RUE DE TOLBIAC - 75113;48.8276484067,2.3704827985
4834674;CIMETIERE COMMUNAL;FACE 80 AVENUE DU GENERAL LECLERC - 94038;48.7721529327,2.34397207055
3786307;RPA LE MOULIN;195 R ETIENNE DOLET - 94016;48.7901560289,2.33586720605
4834675;LYCEE PAULINE ROLAND;11 AV DU GENERAL DE GAULLE - 94021;48.7728541541,2.34015108273
3786300;PONT ROYAL;2 R DE REIMS - 94016;48.7926716159,2.32157003549
4843412;REGNAULT;6 RUE DE PATAY - 75113;48.8246178211,2.37623861068
3764734;MATIGNON - SAINT-HONORE;6 AV DELCASSE - 75108;48.8731095778,2.31471986193
4843456;JEAN LE GALLEU;100 RUE JEAN LE GALLEU - 94041;48.8101013314,2.38009235319
3764761;BRETEUIL;3 PLACE DE BRETEUIL - 75107;48.8472523124,2.31223906468
4843479;UTRILLO;RUE EDOUARD TIL - 94081;48.7895984947,2.38423781485
3786077;EUGENE VARLIN;53 AVENUE PAUL VAILLANT COUTURIER - 94038;48.7812129616,2.34138917949
4843816;MAURICE COUTANT;198 RUE MARCEL HARTMANN - 94041;48.8062072096,2.3863346989
3786066;CONVENTION - JAURES;AVENUE GABRIEL PERI - 94037;48.812085469,2.35173403959
4843818;SOLIDARITE - AMEDEE HUON;13 RUE AMEDEE HUON - 94041;48.804086745,2.3847135414
3786091;LA FRESNAIE;AVENUE DE STALINGRAD - 94034;48.7599381803,2.33150409204
4889499;CHARLES GIDE;46 AVENUE HENRI BARBUSSE - 93029;48.9167584341,2.44514209638
3785937;LES ARDOINES RER;141 RUE LEON GEFFROY - 94081;48.7839605955,2.4074769191
4889522;ROND-POINT PIERRE SEMARD - PAUL VAILLANT-COUTURIER;12 AVENUE PAUL VAILLANT COUTURIER - 93007;48.9293580005,2.47955289982
3785962;USINES RENAULT;AVENUE DE CHOISY - 94078;48.7560038125,2.42670147399
4889637;LES BLAINS;26 AVENUE PAUL VAILLANT-COUTURIER - 92007;48.7929762721,2.31562525178
3764789;CHATEAU - MAIRIE DU 14E;158 AVENUE DU MAINE - 75114;48.8334853149,2.32437580523
4889650;ROSENBERG;AVENUE HENRI RAVERA - 92007;48.7976379114,2.30264448816
3764791;ALESIA - MAINE;230 AVENUE DU MAINE - 75114;48.8284254937,2.32647341748
4890578;LEONTINE SOHIER;2 AVENUE DU GENERAL DE GAULLE - 91345;48.6940291197,2.29770328648
3764781;BRETEUIL;8 PLACE DE BRETEUIL - 75115;48.8468566967,2.31146305549
4890584;CANAL DE L'YVETTE;RUE DU CANAL - 91345;48.6961383536,2.28933757596
3922311;RESIDENCE DES ILES;FACE 107 BOULEVARD FOCH - 94058;48.832744882,2.51317285476
4890624;PASCAL;178 ROUTE D'ANTONY-CHARLES DE GAULLE - 91689;48.7430209099,2.31746714119
3926192;RENNES - SAINT-PLACIDE;128 RUE DE RENNES - 75106;48.8461039947,2.32587058082
4890683;BEAUREGARD;30 AVENUE MAZARIN - 91161;48.7048739726,2.31590632544
3926196;MICHEL DEBRE;72-74 RUE DE RENNES - 75106;48.8513350773,2.33069045912
4890689;MONDETOUR;39 RUE VICTOR BALOCHE - 91689;48.7293688487,2.32641243174
3926208;OPERA - 4 SEPTEMBRE;38 AVENUE DE L'OPERA - 75102;48.8697773289,2.33282702414
4909857;LOUIS DUPERREY;5 AVENUE DU GENERAL DE GAULLE - 94073;48.7665527628,2.38549504519
3926216;GARE SAINT-LAZARE;34 RUE DE ROME - 75108;48.8771102312,2.32323405383
4996974;GARE DE LYON;FACE 193 RUE DE BERCY - 75112;48.8441039531,2.37297160044
3926222;CLICHY - CAULAINCOURT;6 RUE CAULAINCOURT - 75118;48.8850196412,2.33038638789
4996977;GARE DE LYON - DIDEROT;3 RUE DE LYON - 75112;48.8461264183,2.37204701307
3926253;BARTHOLOME;8 AVENUE DE LA PORTE DE BRANCION - 75115;48.8270003073,2.30065111874
4996978;LYON - LEDRU ROLLIN;9-11 AVENUE DAUMESNIL - 75112;48.8488765289,2.37226674692
3926262;ELSA TRIOLET - ERIGNAC;RUE CLAUDE ERIGNAC - 93048;48.8510665556,2.41601133341
4996988;REPUBLIQUE;12 PLACE DE LA REPUBLIQUE - 75110;48.8680398615,2.3639559689
4614522;LES HAUTS CHATEAUX;20 RUE DES HAUTS CHATEAUX - 93051;48.8429143715,2.57295678182
4997015;JEAN-PIERRE TIMBAUD;23 BOULEVARD DU TEMPLE - 75103;48.8648310189,2.36549363227
4614554;NOISY-LE-GRAND - MONT D'EST RER;PISTE GARE ROUTIERE - 93051;48.8407583943,2.55346249329
5018181;CHARLES DE GAULLE - ETOILE;54 AV HOCHE - 75108;48.8750643767,2.29770144693
4614568;EPI D'OR;RUE PAUL ET CAMILLE THOMOUX - 93050;48.8606510503,2.53063455019
5018188;GLUCK - HAUSSMANN;8 RUE GLUCK - 75109;48.8728060208,2.33192755797
4614573;LEON BLUM;137 BIS RUE PAUL ET CAMILLE THOMOUX - 93050;48.8661182686,2.52885675047
5018189;HAVRE - CAUMARTIN;64-66 BOULEVARD HAUSSMANN - 75109;48.8737404601,2.32798995162
4614627;BOBIGNY - PABLO PICASSO;PISTE GARE ROUTIERE - 93008;48.9072825281,2.44902152735
5018193;EUROPE;24 RUE DE VIENNE - 75108;48.8782965212,2.32297484281
4614688;8 MAI 1945;4 R DU 8 MAI 1945 - 93077;48.8854552421,2.49457275535
5018199;MAIRIE DU 17E;13 RUE DES BATIGNOLLES - 75117;48.8838326213,2.32257812743
4614692;LA SABLIERE;FACE 21 ROUTE DE VILLEMOMBLE - 93010;48.8912483494,2.4904743115
5018214;FLOREAL;6 BOULEVARD DU GENERAL LECLERC - 92024;48.8999550348,2.31847048123
4614776;GUSTAVE RODET;16-18 AVENUE DU GENERAL LECLERC - 93077;48.8855927299,2.51200306401
5018219;FLOREAL;RUE FLOREAL - 75117;48.8999191543,2.31890670181
4614777;POTTIER;18 AVENUE HENRY DUNANT - 93077;48.8838962314,2.51664425659
5018334;PORTE SAINT-MARTIN;FACE 326 RUE SAINT-MARTIN - 75110;48.8685358049,2.35521010659
4658217;EDOUARD VAILLANT - JEAN JAURES;8-8 BIS AVENUE PAUL VAILLANT-COUTURIER - 93027;48.9184396949,2.40827285595
5018352;LES GOBELINS;26 AVENUE DES GOBELINS - 75113;48.8363880998,2.35191781479
4658229;PIERRE CURIE;95 AVENUE DE LA DIVISION LECLERC - 93013;48.9364636779,2.42717687769
5018354;BANQUIER;57-63 AVENUE DES GOBELINS - 75113;48.8342488097,2.35378236018
4658230;EGLISE DU BOURGET;124 AVENUE DE LA DIVISION LECLERC - 93013;48.9388701339,2.42981391467
5018363;MAISON BLANCHE;109 AVENUE D'ITALIE - 75113;48.8224742403,2.35858334433
4677653;JAURES;227 AV D'ARGENTEUIL - 92009;48.9209177879,2.27850642795
5018375;HOPITAL DU KREMLIN-BICETRE;1 RUE DE VERDUN - 94043;48.8094330366,2.35864602442
4677681;CARNOT;78 AVENUE DE VERDUN - 94041;48.8085845823,2.37351867672
5018380;FORT DU KREMLIN-BICETRE;113 AVENUE CHARLES GIDE - 94043;48.8050935016,2.34645273307
4677697;CONSTANT COQUELIN;FACE AU 167 AVENUE YOURI GAGARINE - 94081;48.7828894162,2.3936162802
5018405;MONGE;68 RUE MONGE - 75105;48.8435331849,2.35208323461
4677705;ROUGET DE LISLE;BOULEVARD DES ALLIES - 94022;48.7649251654,2.40539818484
5018417;ROGER SALENGRO - FONTAINEBLEAU;18 AVENUE DE FONTAINEBLEAU - 94043;48.8147624038,2.36062154374
4677726;CIMETIERE PAYSAGER;FACE 125 AVENUE CHARLES TILLON - 94054;48.7453308182,2.3876906731
5018419;LE KREMLIN-BICETRE-METRO;94-96 AVENUE DE FONTAINEBLEAU - 94043;48.8109963071,2.36176293178
4677754;LA BRIQUETERIE;161 AVENUE DE VERDUN - 94041;48.807325814,2.37505540813
5067482;CLEMENCEAU;52 AVENUE DE BOURG LA REINE - 92007;48.7849845222,2.30858309538
4677762;MUSEE MAC VAL;FACE 5 RUE EUGENE PELLETAN - 94081;48.7931209173,2.38630872681
5067578;JULES GUESDE;71 AV DU GENERAL DE GAULLE - 92040;48.8198017538,2.2794375093
4677765;CAMILLE GROULT;AVENUE YOURI GAGARINE - 94081;48.7856316346,2.39170144558
5081741;PARC DES SEVINES;274 AVENUE LAURENT CELY - 92036;48.9276137507,2.30347143491
4677772;DOCTEUR ROUX;39 BOULEVARD DE STALINGRAD - 94073;48.7704191059,2.40139412505
5081763;CYGNE D'ENGHIEN;2 BIS ROUTE D'ARGENTEUIL - 93031;48.9614550521,2.29438727599
4677779;PARMENTIER;47 BIS AVENUE DE LA REPUBLIQUE - 94022;48.7586311066,2.40942747617
5081770;BERTHIE ALBRECHT;66 RUE BERTHIE ALBRECHT - 95555;48.9660877527,2.28350525104
4677798;CENTRE BUS DE VITRY;BOULEVARD DE STALINGRAD - 94041;48.8040714365,2.37747496388
5081779;ERMONT-EAUBONNE RER;RUE DE L'ARRIVEE - 95219;48.9801274478,2.27095755692
4687339;GENERAL DE GAULLE;40 BOULEVARD DU LYCEE - 92075;48.8244408012,2.28239968406
5091979;GALLIENI - CAMILLE DESMOULINS;42 RUE CAMILLE DESMOULINS - 92040;48.8309662566,2.26620648143
4687341;PLACE DU MARECHAL DE LATTRE DE TASSIGNY;FACE 13 BOULEVARD DU LYCEE - 92075;48.8223478434,2.28500161901
5121011;VELIZY 2;GARE ROUTIERE - 78640;48.7848209642,2.21862429451
3807582;SAINT-GERMAIN-DES-PRES;54 RUE DE RENNES - 75106;48.853285443,2.33250156996
5121017;DE LATTRE DE TASSIGNY;14 R DE LA PEPINIERE - 92048;48.7856174888,2.2243623084
3807588;VANEAU - SAINT-ROMAIN;56 RUE DE SEVRES - 75107;48.8482153381,2.31990547769
5121337;MUSEE DE SEVRES;1 GRANDE RUE - 92072;48.8271940003,2.22323732381
3807581;JACOB;26-28 RUE DES SAINTS PERES - 75107;48.856008585,2.33128914536
5121343;RENE DESCARTES;75 AVENUE EDOUARD VAILLANT - 92012;48.8348455726,2.24791703446
3807562;GARE DU NORD;GARE ROUTIERE - 75110;48.8809738816,2.35738102934
5121347;PORTE DE SAINT-CLOUD - MURAT;124 BOULEVARD MURAT - 75116;48.8371811459,2.25898201657
3811279;HOPITAL EUROPEEN GEORGES POMPIDOU;10 RUE LEBLANC - 75115;48.8399122963,2.27213068677
5121360;RADIO FRANCE - PONT DE GRENELLE;7 AVENUE DE VERSAILLES - 75116;48.8509610874,2.27813624705
3811291;PLACE FRANZ LISZT;130 RUE LA FAYETTE - 75110;48.8782782913,2.35352388242
5121407;12 FEVRIER 1934;102 AVENUE PIERRE BROSSOLETTE - 92046;48.8175022025,2.30736746865
3798463;LA COURNEUVE - 8 MAI 1945;PLACE DU 8 MAI 1945 - 93027;48.9205498244,2.411248598
5121426;GEORGES POMPIDOU;PLACE GEORGES POMPIDOU - 92023;48.7852514315,2.23713482078
3798472;LA COURNEUVE - SIX ROUTES;RUE DE SAINT-DENIS - 93027;48.9299638851,2.38414692422
5121484;ASNIERES - GENNEVILLIERS - LES COURTILLES;BOULEVARD INTERCOMMUNAL - 92036;48.9308420843,2.2843465707
3798452;HOTEL DE VILLE DE BOBIGNY;BOULEVARD LENINE - 93008;48.9065233478,2.44386652604
3813537;AVENUE DE FRANCE;BD DU GENERAL JEAN SIMON - 75113;48.8255778701,2.38093545833
3798453;LIBERATION;142 AVENUE JEAN JAURES - 93008;48.9069861378,2.43876860256
3813542;PORTE DOREE;2 BD SOULT - 75112;48.836053743,2.4074521198
3807615;VAUGIRARD - FAVORITES;FACE 252 RUE DE VAUGIRARD - 75115;48.8395922502,2.30167702384
3864879;CONVENTION - FONTAINEBLEAU;58 AVENUE DE FONTAINEBLEAU - 94043;48.8122277078,2.36138247636
3807596;ABBE GROULT;315 RUE DE VAUGIRARD - 75115;48.8383690358,2.29876418495
3864890;PLACE DU 8 MAI 1945;PLACE DU 8 MAI 1945 - 94076;48.7983246908,2.35504977656
3811224;GARE DU NORD;GARE ROUTIERE - 75110;48.8809738816,2.35738102934
3877795;PLACE DE LA BOULE - LENINE;FACE 7 AVENUE LENINE - 92050;48.8874475248,2.19937804912
3811257;CHAMP DE MARS - SUFFREN;AVENUE JOSEPH BOUVARD - 75107;48.8551750909,2.29700838834
3877798;FOCH;41 AVENUE LENINE - 92050;48.8881045986,2.1926438712
4009085;QUATRE CHEMINS - REPUBLIQUE;144 AVENUE DE LA REPUBLIQUE - 93001;48.9039973561,2.39149864002
3877799;LES GOULVENTS;FACE 85 AVENUE LENINE - 92050;48.8879464284,2.18826960859
4009089;PANTIN RER - MAIRIE;13 AVENUE EDOUARD VAILLANT - 93055;48.89718117,2.39958818243
3887759;BUFFON - LA MOSQUEE;36 BIS RUE GEOFFROY SAINT-HILAIRE - 75105;48.8416902151,2.35582715908
4009098;FAIDHERBE - BELVEDERE;5-7 AVENUE FAIDHERBE - 93061;48.8790290229,2.41174799835
3887765;LYCEE HENRI IV;13 RUE CLOVIS - 75105;48.8461309319,2.34889751689
4009170;MAISON ROUGE - RUE DE PARIS;138 R DE PARIS - 92048;48.8092325568,2.23892560992
3887789;ALLERAY;43 RUE PAUL BARRUEL - 75115;48.836960176,2.30626706541
4009179;GROUPE SCOLAIRE BROSSOLETTE;214 AVENUE DE VERDUN - 92048;48.8187999645,2.24446044336
3887799;CARREFOUR ALBERT LEGRIS;AVENUE PASTEUR - 92075;48.8256043633,2.2923079672
4009364;FAUBOURG DE L'ARCHE;20 BD DE LA MISSION MARCHAND - 92026;48.896879528,2.24040862915
3887810;PASTEUR - LYCEE BUFFON;181 RUE DE VAUGIRARD - 75115;48.842983411,2.31305811456
4009369;BELVEDERE;18 R ROGER SALENGRO - 92073;48.8761423448,2.2259228541
3893338;HAVRE - HAUSSMANN;16-18 RUE AUBER - 75109;48.8735157526,2.32767662724
4009620;RENNES - LITTRE;146 BIS RUE DE RENNES - 75106;48.8448366304,2.32463171079
3893351;PONT NEUF - QUAI DU LOUVRE;FACE 14 QUAI DU LOUVRE - 75101;48.8585520981,2.34157241583
4009644;SAINT-AUGUSTIN;FACE 24 RUE DE LA PEPINIERE - 75108;48.8748630966,2.32079580463
