ID;Name;Description;Coordinates
3677677;RUE DE LA FERME;ROND-POINT MARTIN LUTHER KING - 77258;48.8359484574,2.62990289517
3677688;COLLEGE LE LUZARD;COURS DES ROCHES - 77337;48.8467902961,2.61369101
3678812;ZONE TECHNIQUE;ROUTE DES ANNIVERSAIRES - 95527;49.0119496186,2.5332905562
3678816;ENTRETIEN NORD;ROUTE DE L'ARPENTEUR - 95527;49.0114652199,2.51552950645
3682876;AVRON;63 BOULEVARD ALSACE-LORRAINE - 94058;48.8500655011,2.49939528589
3682892;PLACE DE LA RESISTANCE;FACE 52 AVENUE DU GENERAL DE GAULLE - 93050;48.8568322265,2.53011636369
3682907;AVENUE DES MARTYRS;49 AVENUE DU MARECHAL FOCH - 77108;48.8706786201,2.57648895982
3682970;CHELLES - GOURNAY RER;PISTE GARE ROUTIERE - 77108;48.8744671511,2.58293737522
3682980;DISPENSAIRE;FACE 39 RUE DE LA LIBERTE - 77108;48.8767496173,2.59993914757
3682998;NEUILLY-PLAISANCE RER;BOULEVARD GALLIENI - 93049;48.8528305972,2.51416708032
3683000;HELENE BOUCHER;FACE 11 BOULEVARD DU MARECHAL FOCH - 93050;48.8542938059,2.52125422739
3683018;LES CHANOUX - LYCEE CUGNOT;RUE LOUIS VANNINI - 93050;48.8650165142,2.52080187056
3683053;FRANCOIS MAURIAC;13 BOULEVARD ARISTIDE BRIAND - 93049;48.8556887852,2.52000614566
3685693;ANDRE LAURENT;95 AVENUE DE LA REPUBLIQUE - 94033;48.8531609882,2.45842472981
3685710;JEAN MACE;14 AV CHARLES GARCIA - 94033;48.8557049943,2.48207479406
3685715;JULES GUESDE;FACE 287 AV DE LA REPUBLIQUE - 93064;48.8623287414,2.48206604851
3685734;CHATEAU DE VINCENNES;PISTE GARE ROUTIERE - 75112;48.8442170813,2.44079723454
3685757;CHARLES GARCIA;AVENUE DU MARECHAL JOFFRE - 94033;48.8526418121,2.4807996665
3685816;VAL DE FONTENAY RER;10-12 AVENUE DU VAL DE FONTENAY - 94033;48.8534150426,2.48782935918
3685828;MEDERIC;72 AVENUE DE LA REPUBLIQUE - 93064;48.8668556506,2.48429921025
3685862;AVENUE DU CHATEAU;FACE 10 AVENUE DE PARIS - 94080;48.8446246824,2.43709423281
3685874;HECTOR MALOT;70 AVENUE DE STALINGRAD - 94033;48.8518828941,2.45121735798
3685930;VEDRINES;54 AVENUE ERNEST RENAN - 94033;48.8560696327,2.46161860012
3685931;ERNEST RENAN;172-174 AVENUE ERNEST RENAN - 93048;48.8565224898,2.46678170321
3685974;VEDRINES;23 AVENUE ERNEST RENAN - 93048;48.8561601595,2.4609922971
3686070;NOGENT-LE-PERREUX RER;10 PLACE ROBERT BELVAUX - 94058;48.8381727427,2.49436130739
3686299;ECOLE VETERINAIRE DE MAISONS-ALFORT;31-35 AVENUE DU GENERAL LECLERC - 94046;48.8147969334,2.42270643461
7260959;LANGEVIN - WALLON;AVENUE DU GENERAL LECLERC - 93027;48.9270177692,2.37991628424
7260963;RU DE MONTFORT;AVENUE DU FRANC MOISIN - 93066;48.9282971853,2.36948353594
7260987;SAINT-DENIS - UNIVERSITE;PISTE GARE ROUTIERE - 93066;48.9459486802,2.36403708188
7266014;PORTE DE L'ESSONNE.;PISTE GARE ROUTIERE - 91027;48.7145513546,2.3721355659
7266017;MARX DORMOY;AVENUE FRANCOIS MITTERRAND - 91027;48.7036035904,2.37143564263
7266027;OBSERVATOIRE CAMILLE FLAMMARION.;40 BIS AVENUE DE LA COUR DE FRANCE - 91326;48.6954509427,2.37156606559
7266030;MARX DORMOY.;FACE 75 AVENUE FRANCOIS MITTERRAND - 91027;48.7036124451,2.37189737003
7266036;COEUR D'ORLY - TRAMWAY;AVENUE DE L'UNION - 94054;48.7340383826,2.37133336104
7275123;GERARD DE NERVAL;AVENUE DE LA PORTE DE MONTMARTRE - 75118;48.9007204012,2.33519629626
7275132;SIMPLON;46 BOULEVARD ORNANO - 75118;48.8948064764,2.34715016514
7275139;MAGENTA - MAUBEUGE - GARE DU NORD;140-142 BOULEVARD DE MAGENTA - 75110;48.8813341943,2.35171250385
7275143;GARE DE L'EST;74 BOULEVARD DE STRASBOURG - 75110;48.8755903947,2.35801931852
7275158;AUGUSTE COMTE;68 BOULEVARD SAINT-MICHEL - 75106;48.844145249,2.33887508382
7275161;HOPITAL SAINT-VINCENT DE PAUL;76 AVENUE DENFERT-ROCHEREAU - 75114;48.8373686296,2.33511711758
7275205;GRANGE ORY;127 AVENUE ARISTIDE BRIAND - 94003;48.8016597945,2.32419321859
7275207;DENFERT-ROCHEREAU - DAGUERRE;15 AVENUE DU GENERAL LECLERC - 75114;48.832254539,2.33088346418
7275211;LUXEMBOURG;75 BOULEVARD SAINT-MICHEL - 75105;48.8460415877,2.34027772794
7275263;LA GARENNE-COLOMBES - CHARLEBOURG;BOULEVARD NATIONAL - 92035;48.9063508218,2.2390412403
7275264;NORDMANN;5 BOULEVARD NATIONAL - 92035;48.9047420584,2.23894886031
7275313;PONT NEUF - QUAI DU LOUVRE;FACE 22 QUAI DE LA MEGISSERIE - 75101;48.8582374813,2.34293444268
7275326;PONT DE NEUILLY - RIVE GAUCHE;BOULEVARD DE NEUILLY - 92026;48.8871115644,2.25374155982
7275335;GENERAL DE GAULLE;AVENUE DE L'ABBE PIERRE - 91345;48.6976162279,2.29976448912
7275360;JEAN MERMOZ;29 RUE DE LONGJUMEAU - 91377;48.7281777604,2.27934917568
7275397;CONDORCET - MAIRIE-RER;6 BOULEVARD CARNOT - 92014;48.7790630259,2.31610703645
7275400;BARBUSSE - LARROUMES;FACE 74 AVENUE LARROUMES - 94038;48.7755590272,2.32573645028
7275406;RUE DES JARDINS;AVENUE ARISTIDE BRIAND - 94038;48.7802962432,2.33526906489
7275449;CITE - PALAIS DE JUSTICE;FACE 1 BOULEVARD DU PALAIS - 75101;48.855819671,2.34608037373
7275483;LES COUDREES;BOULEVARD DU PARISIS - 95176;48.9517346062,2.20218146851
7275517;BORDEREL - HELOISE;FACE 14 BOULEVARD HELOISE - 95018;48.9426067793,2.25437511316
7275526;GRAMME;299 AVENUE D'ARGENTEUIL - 92009;48.9234686002,2.27557143181
7275547;EUROPE;52 RUE DE ROME - 75108;48.8791052748,2.32215705925
7275569;MAIRIE DE CHEVILLY-LARUE;BOULEVARD DE CHEVILLY LARUE - 94021;48.7702471172,2.34858136365
7275637;STADE DE VANVES;FACE 14 RUE LARMEROUX - 92075;48.8162698929,2.28008109072
7275676;BALARD;PLACE BALARD - 75115;48.8364552707,2.27824807839
7275748;LE PARC;FACE 52 AVENUE LEDRU-ROLLIN - 94058;48.8416351963,2.49939617059
7305051;NOGENT-LE-PERREUX RER;AVENUE LEDRU-ROLLIN - 94052;48.8383525116,2.49434823641
7311988;LES PLATANES;ALL DES PLATANES - 77146;48.8298147009,2.64923984584
7311989;LES PLATANES;5 ALL DES PLATANES - 77146;48.8293754514,2.64880158699
7312012;FERME DU COUVENT;FACE 6 RUE DU COUVENT - 77468;48.8525561859,2.65497410437
7312020;LA MOGOTTE;RUE DE LA MOGOTTE - 77468;48.8515313627,2.63775356847
7312030;REPUBLIQUE;59-61 BOULEVARD DE LORRAINE - 77479;48.8703247486,2.64106408121
7312042;CHAMBRE DE COMMERCE ET D'INDUSTRIE;RUE DE LA MAISON ROUGE - 77258;48.825551256,2.62927255792
7312057;SOUS-PREFECTURE;RUE GERARD PHILIPE - 77468;48.8390228706,2.65083377981
7312075;CHATILLON - MONTROUGE-METRO;AVENUE JEAN JAURES - 92049;48.8119108595,2.30372364281
7312083;VACHE NOIRE - CENTRE COMMERCIAL;AVENUE LAPLACE - 94003;48.8096682639,2.32777005204
7312103;CIMETIERE PARISIEN - PLACE DU GENERAL DE GAULLE;RUE PAUL ANDRIEUX - 94041;48.8129806988,2.3697113241
7312144;ROND-POINT HENRI BARBUSSE;BOULEVARD HENRI BARBUSSE - 92046;48.8137743892,2.28691549029
7376108;JEAN MERMOZ;29 RUE DE LONGJUMEAU - 91377;48.7281777604,2.27934917568
7376132;FERNAND FENZY;80 AVENUE ARISTIDE BRIAND - 92002;48.7582087611,2.30704811551
7376154;RUE DES JARDINS;AVENUE ARISTIDE BRIAND - 94038;48.7802962432,2.33526906489
7376196;LENINE;FACE 50 AVENUE LAPLACE - 94003;48.8085629778,2.33094080084
7376206;STALINGRAD;78 AVENUE MAURICE BERTEAUX - 78586;48.9411990212,2.16491068636
7376228;LA BERTHIE;FACE 1 RUE LUCIEN SAMPAIX - 95063;48.9378375674,2.20715593925
7376253;FAUBOURG DE L'ARCHE;FACE 24 BOULEVARD DE LA MISSION MARCHAND - 92026;48.8967713495,2.23999991126
7376262;PONT DE NEUILLY - RIVE GAUCHE;BOULEVARD PIERRE GAUDIN - 92062;48.887110261,2.251901765
7376268;RUE DE L'HOTEL DE VILLE;110-112 AVENUE CHARLES DE GAULLE - 92051;48.8826451507,2.26815244167
7376269;LES SABLONS;101 AVENUE CHARLES DE GAULLE - 92051;48.8810473477,2.2715612037
7376275;EGLISE SAINT-FERDINAND;5 PLACE TRISTAN BERNARD - 75117;48.8792590444,2.29104873146
7376288;GARE SAINT-LAZARE;14 PLACE GABRIEL PERI - 75108;48.8751781251,2.3246788243
7376297;PONT DE NEUILLY - RIVE GAUCHE;BOULEVARD DE NEUILLY - 92026;48.8871115644,2.25374155982
7512838;RHIN ET DANUBE;75 RUE DU BOURNARD - 92025;48.9232415117,2.25647902053
7512855;PONT DE LEVALLOIS;FACE 136 RUE ANATOLE FRANCE - 92044;48.8964293911,2.28124667255
7512869;CUNY;FACE 7 RUE HOCHE - 92009;48.9207878504,2.27066531039
7512887;AUDRA;17 RUE PAUL BERT - 92025;48.9270181478,2.24691245304
7512893;VICTOR HUGO;40 RUE VICTOR HUGO - 92025;48.9208376863,2.26371037801
7568972;BABYLONE;8-10 AVENUE DU BELVEDERE - 93061;48.8802515113,2.41139547075
7593318;CHARTRES - BLANCHARD;21-23 RUE DE CHARTRES - 92007;48.7963222215,2.29229249926
7593334;MARC SANGNIER;FACE 36 AVENUE ROGER SALENGRO - 92019;48.7730272509,2.27617160484
7627527;RUE DES OLIVETTES;27 AVENUE GABRIEL PERI - 92007;48.7974951351,2.30638584781
7627557;MAIRIE DE CHATILLON;AVENUE DE LA REPUBLIQUE - 92020;48.799943852,2.29105128642
7627559;DAMPIERRE;FACE 10 RUE DE LA REPUBLIQUE - 92007;48.7954534196,2.30116310112
7635634;GARDEBLED;16 BIS RUE RICHARD GARDEBLED - 93064;48.8749266606,2.48399510306
7647721;CANAL SAINT-DENIS;137 BOULEVARD MACDONALD - 75119;48.8987624128,2.38038374459
7647722;ROSA PARKS;VOIE NOUVELLE - 75119;48.8975157964,2.37249044152
7647725;PORTE D'AUBERVILLIERS;1-3 BOULEVARD NEY - 75118;48.8985323439,2.36891977859
7647741;HONORE DE BALZAC;BOULEVARD BESSIERES - 75117;48.896225449,2.31893527052
7661308;QUATRE CHEMINS;41-43 AVENUE LOUIS ROCHE - 92036;48.9230970804,2.32157145866
7661322;PORTE DE CLIGNANCOURT - CROISSET;FACE 18 RUE FRANCIS DE CROISSET - 75118;48.8994260336,2.34483371676
7661324;GOSSET - POISSONNIERS;FACE 16 RUE DES POISSONNIERS - 93070;48.9015283442,2.35201804074
7676413;EGLISE DE VITRY;AVENUE PAUL VAILLANT-COUTURIER - 94081;48.7924967978,2.39510946639
7676432;GARIBALDI;1 RUE CHARLES SCHMIDT - 93070;48.9062383825,2.33216951811
7676462;JEAN MOULIN;37 AVENUE JEAN MOULIN - 92078;48.940433613,2.33063823919
7676464;PLACE PAUL HERBE;FACE 1 AVENUE GEORGES POMPIDOU - 92078;48.9404423631,2.32724134151
7676469;ZONE INDUSTRIELLE NORD;270 BOULEVARD CHARLES DE GAULLE - 92078;48.9429395526,2.31795010291
7691322;VILLIERS DE L'ISLE-ADAM;265RUE DES PYRENEES - 75120;48.8672012857,2.39650061482
7691395;PORTE DE SAINT-OUEN;151 BOULEVARD NEY - 75118;48.897457867,2.32989402946
7691441;POISSONNIERS - COCTEAU;4 RUE JEAN COCTEAU - 75118;48.8996770676,2.35145862494
7714249;PLACE DE LA BOULE - LENINE;PLACE DE LA BOULE - 92050;48.8869623423,2.1994883645
7714279;L'YSER ET LA SOMME;FACE 5 PLACE DE LA PORTE DE CHAMPERRET - 75117;48.8860168803,2.28959815727
7714287;CHEZY;131 BOULEVARD BINEAU - 92051;48.8892085462,2.27302275662
7714335;VERSAILLES - CHARDON LAGACHE;27 RUE CLAUDE TERRASSE - 75116;48.8388371064,2.26247868743
7714344;PORTE D'AUTEUIL;5 BOULEVARD MURAT - 75116;48.8470492067,2.25858583433
7714359;LONGCHAMP;FACE 15 BOULEVARD LANNES - 75116;48.8691582372,2.27356528345
6741389;LYCEE RENE DESCARTES;RUE NELSON MANDELA - 77083;48.8450908493,2.58549444299
6741396;C.R.O.U.S.;FACE 23-25 AVENUE AMPERE - 77083;48.8416428244,2.5839529253
6741398;NOBEL;AVENUE AMPERE - 77083;48.8385129946,2.5849864305
6741431;LYCEE DE PIERREFITTE-SUR-SEINE;AVENUE EMILE ZOLA - 93059;48.9522023273,2.36866605894
6741479;VILLIERS LE BEL - GONESSE - ARNOUVILLE RER;PLACE DU GENERAL LECLERC - 95019;48.9941297554,2.41603798014
6741616;PLACE DE VERDUN;FACE 103 RUE PIERRE BROSSOLETTE - 95585;48.9943102971,2.37871540355
6741655;PABLO NERUDA;47 AVENUE DE LA DIVISION LECLERC - 93079;48.9568253925,2.34474659689
6741661;CITE GRANDCOING;84 RUE MAURICE GRANDCOING - 93079;48.9653986791,2.34446121469
6741666;ROBERT FOULON;6 RUE DE VILLETANEUSE - 95427;48.9718508089,2.34779281959
6741683;GARE D'ENGHIEN-LES-BAINS;FACE 12 RUE DU DEPART - 95210;48.9725485755,2.30772839279
6742357;PETITS CLOS - ROSIERS;34 RUE THEODORE BULLIER - 95585;48.9915363252,2.3695502508
6742381;EGLISE SAINTE-GENEVIEVE;AVENUE ANATOLE FRANCE - 95268;48.9732140552,2.39114802668
6742391;RUE DU FER A CHEVAL;RUE DU FER A CHEVAL - 95585;48.9912147991,2.38936424988
6742399;TISSONVILLIERS;8 RUE D'ESCOUVRIER - 95585;48.9982152674,2.38922107215
6742404;PLACE DE LA TOLINETTE;BOULEVARD SALVADOR ALLENDE - 95680;49.0040009281,2.39266893563
6742409;LA POSTE;AVENUE PIERRE SEMARD - 95680;49.004609017,2.39876153995
6742416;VILLIERS LE BEL - GONESSE - ARNOUVILLE RER;PLACE DU GENERAL LECLERC - 95019;48.9941297554,2.41603798014
6742441;L'ESPERANCE;65 RUE DE PARIS - 95680;49.0087766464,2.3832758454
6748602;DELAUNAY - RIMET;RUE HENRI DELAUNAY - 93066;48.9262767927,2.36259487431
6783395;ALCIDE D'ORBIGNY;33 BOULEVARD JEAN MERMOZ - 93059;48.9653512437,2.36273684598
6783402;CHEMIN DES ROSES;40 AVENUE JEAN - JAURES - 93079;48.9640053922,2.34899227823
6783408;VILLETANEUSE - UNIVERSITE;AVENUE JEAN-BAPTISTE CLEMENT - 93079;48.9597642084,2.34111685443
6783421;RUE DES PRESLES;73 AVENUE DE LA MARNE - 93031;48.9558725329,2.32626947491
6783433;GILBERT BONNEMAISON;FACE 115 RUE DE PARIS - 93031;48.9551593273,2.30728799295
6783457;HENRI VASSEUR;FACE 48 AVENUE DE STALINGRAD - 95018;48.9502598846,2.26249513075
6810195;CIMETIERE NOUVEAU;BD DES BOUVETS - 92050;48.8922583253,2.22793265805
6810200;MAIRIE - ANATOLE FRANCE;FACE 14 RUE ANATOLE FRANCE - 92062;48.8842246365,2.23927394617
6830737;RUE MARCELLE;120 BOULEVARD EUGENE DECROS - 93045;48.8841658468,2.41772416005
6830739;CENTRE DE SANTE B. LAFAY;39 AVENUE GEORGES CLEMENCEAU - 93045;48.8839391613,2.4206400485
6861957;PIERRE LOTI;41 AVENUE GABRIEL PERI - 91432;48.7021340377,2.32806124471
6869547;MAIRIE DES LILAS;94 RUE DE PARIS - 93045;48.8794042117,2.41530494916
6869578;PONT DE BONDY;FACE 439 AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9055545325,2.46904465547
6869679;MAISON DE RETRAITE;6 AVENUE MARX DORMOY - 93010;48.9112796787,2.48409806974
6869700;JEAN JAURES;173 AVENUE VAUBAN - 93046;48.9201905588,2.52549754156
6869708;LYCEE CLAUDE-NICOLAS LEDOUX;VOIE PROMENADE - 93010;48.9141900108,2.49235565577
6869722;LYCEE ANDRE SABATIER;FACE 140 RUE DE LA REPUBLIQUE - 93008;48.9069126497,2.42967502296
6869729;RUE DES PEUPLIERS;412 AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9054868967,2.46513182108
6869744;GUTENBERG;17 AVENUE VAUBAN - 93046;48.9126979604,2.51802566797
6869747;Z.I. DE LA POUDRETTE;FACE 91 AVENUE DE ROME - 93057;48.9149597779,2.50139827867
1166830;Bercy;Rue de Bercy - 75112;48.840542783,2.37940946312
161469;Val d'europe;Place Jean Monnet - 77449;48.8554970483,2.77360843322
1632;Volontaires;25 rue des Volontaires - 75115;48.8414184427,2.30799364939
1662798;Asnières-Gennevilliers Les Courtilles;Angle Boulevard Pierre de Coubertin / Avenue Lucien Lanternier - 92004;48.9302936229,2.2837606332
6869788;CITE ADMINISTRATIVE;AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9054997322,2.46149184919
1738;Porte de Champerret;Place Stuart-Merrill - 75117;48.8857391597,2.29186062068
7013386;TOLBIAC - BAUDRICOURT;105 BIS RUE DE TOLBIAC - 75113;48.8266074076,2.36428856734
7013418;PLACE CHARLES VALLIN;237 RUE DE LA CONVENTION - 75115;48.8357007176,2.30196559902
7013429;CONVENTION - SAINT-CHARLES;54 RUE DE LA CONVENTION - 75115;48.8435573463,2.28222968784
7013434;EGLISE D'AUTEUIL;66 AVENUE THEOPHILE GAUTIER - 75116;48.8479636573,2.26950595421
7069276;CHEVRILLON;FACE 27 RUE DAILLY - 92064;48.8461450957,2.21941004293
7069316;PLAINCHAMP;BOULEVARD DU LEVANT - 92050;48.8907462137,2.19971000126
7069322;GOUNOD;116 RUE PASCAL - 92050;48.8979957143,2.20487053979
7069333;MARCEL PAUL;RUE PABLO NERUDA - 92050;48.896724628,2.21821820619
7137427;LEGENDRE;119 R LEGENDRE - 75117;48.8893418209,2.32289002775
7153062;ITALIE - TOLBIAC;92-94 AVENUE D'ITALIE - 75113;48.8257999091,2.35725073354
7153132;MARCHE DES GRAVILLIERS;46 AVENUE FRANCOIS MITTERRAND - 91027;48.7009068556,2.37204494102
1859;Lognes;Johan Scarron (rue, quartier du Mandinet Lognes) - 77258;48.8390753277,2.63386905557
7153151;LE COR DE CHASSE - LA BELLE EPINE;AVENUE DE FONTAINEBLEAU - 94073;48.7600420246,2.3686722414
7153157;PAUL VAILLANT-COUTURIER - HOPITAL PAUL BROUSSE-METRO;33 BOULEVARD MAXIME GORKI - 94076;48.797126614,2.36819131405
1984;Convention;337 rue de Vaugirard - 75115;48.8371369496,2.29639609016
7170663;LIBERTE;7-9 RUE DE CHARTRES - 92020;48.7979675411,2.29374678
7170696;SABLONS;209 ROUTE DE SAINT-LEU - 95427;48.9563132684,2.33194625792
2028;Charles de Gaulle-Etoile;Place Charles de Gaulle - 75108;48.8739310943,2.29512725165
7176270;RUE POUCHET;87 RUE POUCHET - 75117;48.8968370781,2.32257444477
2101;Assemblée Nationale;Angle avec le 239 bd Saint-Germain et la rue de Courty - 75107;48.8614539043,2.32030969051
7176282;LES BATELIERS;60 BOULEVARD VICTOR HUGO - 93070;48.9095454888,2.32971507014
2127;Gif-sur-Yvette;Rue du Clos - 91272;48.6981992103,2.13692889935
7176293;GARE D'AUSTERLITZ;4 BOULEVARD DE L'HOPITAL - 75113;48.8431176786,2.36399760704
2141;Cergy-Saint-Christophe;Rue des Pas Perdus - 95127;49.0497650017,2.03434511699
7176314;ESCADRILLE NORMANDIE - NIEMEN-STALINGRAD-TRAMWAY;RUE DE STALINGRAD - 93008;48.9127947266,2.43523491446
2196;Bourse;Rue Notre-Dame des Victoires - 75102;48.8687617926,2.34067412881
7176357;JEAN-BAPTISTE CLEMENT;26 AVENUE LEON BLUM - 93046;48.9088670635,2.53100538852
2209;Gare de l'Est (Verdun);Sortie - 75110;48.8764170529,2.35898704646
7176380;EDOUARD VAILLANT;90 AVENUE MARCEAU - 93029;48.9299351983,2.43234851248
2308;Notre-Dame de Lorette;Rue de Chateaudun - 75109;48.8760505542,2.33790869204
2345;Pont Neuf;quai du Louvre - 75101;48.8585341023,2.34211723867
7176431;MOULIN DE CAGE;135-143 RUE DU FOSSE BLANC - 92036;48.9290710134,2.3087761177
6401856;RAYMOND POINCARE;19 BOULEVARD RAYMOND POINCARE - 94058;48.8500993066,2.49428848336
2461;Basilique de Saint-Denis;Place du Cacquet - 93066;48.9364774927,2.3596397453
6423449;SIMPLON;46 BOULEVARD ORNANO - 75118;48.8948064764,2.34715016514
2478;Simplon;38 boulevard Ornano - 75118;48.8941234447,2.34724544444
6423919;IMPASSE DE LA SEINE;ROUTE DE LA SEINE - 92036;48.9464741137,2.27397499084
6423925;GARE DU STADE.;BOULEVARD MARCEAU - 92025;48.9304519235,2.2608869818
6446083;MAIRIE DE GENTILLY;FACE 35 RUE CHARLES FREROT - 94037;48.815698661,2.35071434501
3442440;LOSSERAND - MAINE;5 RUE RAYMOND LOSSERAND - 75114;48.836540924,2.32287741502
6448972;DEQUEVAUVILLIERS;2 CHEMIN DES PETITS MARAIS - 92036;48.9462611788,2.30255878328
3442566;GENERAL DE GAULLE;45 BOULEVARD DU LYCEE - 92075;48.8241891529,2.28241356163
6449057;BASSIN N0 5;ROUTE DU BASSIN NUMERO 6 - 92036;48.944308636,2.29506998861
3446765;PIERRE BROSSOLETTE;176 AVENUE JEAN LOLIVE - 93055;48.8944901684,2.42058887477
6456092;MAIRIE DE COLOMBES;28 RUE DU BOURNARD - 92025;48.9229345625,2.25444750416
3616871;LA FONTAINE;AV DES FRERES LUMIERE - 94015;48.8379864459,2.53494780134
6456136;MAIRIE DE NANTERRE;AVENUE FREDERIC ET IRENE JOLIOT CURIE - 92050;48.8910870192,2.20708248478
3616887;BRY-SUR-MARNE RER;AVENUE ETIENNE DE SILHOUETTE - 94015;48.8440225145,2.52607900725
6563553;GENERAL LECLERC;FACE 7 AVENUE GENERAL LECLERC - 94022;48.7620029678,2.40722971938
3619297;RENE ARCOS;FACE 100 RUE JULIETTE SAVAR - 94028;48.7776009365,2.46704728533
6575260;PROFESSEUR VAILLANT;AVENUE HENRI BARBUSSE - 93010;48.9007110915,2.49104756049
3619392;CARREFOUR DE LA RESISTANCE;PONT DE JOINVILLE - 94042;48.820058541,2.46801092289
6578353;POLITZER;FACE 85 ALL GEORGES POLITZER - 92050;48.8927427548,2.20901373174
3619445;JEAN-BAPTISTE CLEMENT;123 AVENUE ROGER SALENGRO - 94017;48.8176341475,2.49571456939
6591459;CITE - PALAIS DE JUSTICE;1 BOULEVARD DU PALAIS - 75101;48.8557836987,2.34638000511
3619490;DIDEROT - LA PLAGE;FACE 196 RUE DIDEROT - 94017;48.8128363052,2.50115699051
6591488;PONT DE GRENELLE - PLACE FERNAND FOREST;6-8 RUE LINOIS - 75115;48.8489677367,2.2820332954
3619662;RUE DE BERNAU;3 RUE DU REGARD DES LUATS - 94017;48.8170746287,2.53343912656
6591526;REPUBLIQUE;9 PLACE DE LA REPUBLIQUE - 75103;48.866682719,2.36418685676
3619738;PREFECTURE DU VAL-DE-MARNE.;AVENUE DE LA BRECHE - 94028;48.7845082788,2.45396657918
6591564;MAIRIE DE ROMAINVILLE;5 AVENUE PAUL VAILLANT-COUTURIER - 93063;48.8850516712,2.43497805825
3619766;PREFECTURE DU VAL-DE-MARNE;AVENUE DU GENERAL DE GAULLE - 94028;48.7834045622,2.45211437375
6591569;BREMENT;236 RUE DE BREMENT - 93053;48.8868974632,2.46880642403
6591586;LA MARE;RUE VAILLANT-COUTURIER - 93032;48.8767253818,2.54889808782
3619773;CASALIS-SAVAR;61 AVENUE DU DOCTEUR PAUL CASALIS - 94028;48.7800635389,2.4671486391
3619775;LA GAITE;AV DU DOCTEUR PAUL CASALIS - 94028;48.7809101646,2.4736108859
3619787;SALVADOR ALLENDE - EDITH CAVELL;RUE EDITH CAVELL - 94081;48.79648666,2.41252746427
3619824;CASALIS - SAVAR;98 RUE JULIETTE SAVAR - 94028;48.7798046444,2.46552959381
3619828;JOHN KENNEDY;RUE RENE ARCOS - 94028;48.7779016782,2.46319938289
3619843;ECOLES DE GRAVELLE;FACE 3 RUE PAUL VERLAINE - 94069;48.8153493308,2.45920745594
3619861;HENRI MONDOR - LAFERRIERE;AVENUE LAFERRIERE - 94028;48.7998493809,2.45523913881
3619917;RENE COTY;FACE 67 AVENUE GAMBETTA - 94046;48.8099366016,2.44257952865
3663597;MOULIN BRULE;48-51 AVENUE FOCH - 94046;48.8154505412,2.43743278689
3663601;RUE DE VINCENNES;114 AVENUE GAMBETTA - 94046;48.8097876016,2.44829451555
3663615;INKERMANN;45 AVENUE HENRI MARTIN - 94068;48.7970526846,2.48833253582
3663621;GODEFROY CAVAIGNAC;31-33 RUE DE LA VARENNE - 94068;48.8074954054,2.47444271804
3663638;PIERRE CURIE;RUE PIERRE CURIE - 94046;48.8104727336,2.42420980515
3663643;MOULIN BRULE;48-51 AVENUE FOCH - 94046;48.8154505412,2.43743278689
3663657;LIBERATION - RABELAIS;28 RUE DE LA VARENNE - 94068;48.8072344773,2.47468695759
3663659;LE PARC DE SAINT-MAUR RER;BOULEVARD RABELAIS - 94068;48.8047950275,2.48530720192
3663702;DANIELLE CASANOVA;RUE MARC SANGNIER - 94046;48.8058078535,2.45570170407
3664392;MAURICE THOREZ;15 BOULEVARD MAURICE THOREZ - 93008;48.9067543543,2.44679816037
3664409;ANGELUS - FABIEN;200 AVENUE PAUL VAILLANT COUTURIER - 93007;48.9248192639,2.46391121324
3664417;QUEBEC;42 AVENUE PAUL VAILLANT COUTURIER - 93007;48.9284639174,2.47563604404
3666575;CIMETIERE DU BLANC-MESNIL;AVENUE DESCARTES - 93007;48.9500248002,2.45770996665
3666578;DESCARTES - RENAULT;5 AVENUE E.RENAULT - 93007;48.95066517,2.46415183344
3666582;ROBERT BREMOND;RUE ROBERT BREMOND - 93005;48.9543387111,2.457433443
3687684;CROIX DE CHAVAUX - ROUGET DE LISLE;55 BOULEVARD ROUGET DE LISLE - 93048;48.8585101289,2.43733889365
3687730;GRAND VERGER;51 RUE DU 4EME ZOUAVES - 93064;48.8727671486,2.47867548653
3687733;BOIS-PERRIER RER-ROSNY 2;RUE JEAN DE MAILLY - 93064;48.8828290395,2.48190528589
3687735;LES MARNAUDES;190-192 BOULEVARD ALSACE-LORRAINE - 93064;48.883240727,2.49047789634
3688526;LA FONTAINE;209 RUE LA FONTAINE - 94033;48.8584205955,2.48092462601
3688545;ETIENNE DOLET;254 BOULEVARD DE LA BOISSIERE - 93048;48.8760151008,2.46770241776
3688575;TROIS COMMUNES;14 ROUTE DE MONTREUIL - 93063;48.878047057,2.44921738594
3689908;JURA;60 RUE DU PARC - 93053;48.8894098258,2.44609369383
3689916;JEAN JAURES;AVENUE DU PRESIDENT SALVADOR ALLENDE - 93008;48.901051825,2.44204223966
3690052;COUR DES NOUES;25 RUE DE LA COUR DES NOUES - 75120;48.8643136479,2.40168734743
3690064;SCHUBERT - PAGANINI;FACE 2 RUE SCHUBERT - 75120;48.8515995757,2.41172222262
3690074;PLACE DE LA REUNION;76 RUE DES VIGNOLES - 75120;48.8556046451,2.40205788351
